genre,artist_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,max_improvement
Movie,Francois Le Roux,0,0.238,0.696,192060,0.261,0.0,F,0.293,-10.491,Minor,0.925,131.723,4/4,0.345,13.108030246497316
Classical,Chris Thile,31,0.978,0.598,353893,0.4,0.897,D,0.0974,-13.009,Major,0.0408,103.886,4/4,0.734,12.254929776911444
Rock,Tracy Byrd,63,0.17,0.778,181973,0.701,0.0,C,0.128,-9.327,Major,0.0285,136.733,4/4,0.964,11.007529529939537
Reggae,Chino & Nacho,36,0.323,0.743,259867,0.691,0.0,A,0.11,-6.522,Major,0.0337,122.009,4/4,0.788,14.435538745607468
Pop,P!nk,66,0.00559,0.691,208493,0.749,0.0,A,0.0762,-4.567,Major,0.0274,140.014,4/4,0.473,8.65241237701963
Comedy,Stephen Lynch,28,0.784,0.433,52813,0.235,9.44e-05,F,0.382,-14.07,Major,0.0679,145.245,4/4,0.452,4.296239887680616
Comedy,Matt Braunger,23,0.815,0.651,161386,0.761,0.0,F#,0.944,-10.245,Major,0.932,82.971,4/4,0.306,6.296590225725464
Hip-Hop,G-Eazy,53,0.0706,0.596,186147,0.879,0.0,F,0.0965,-4.563,Major,0.359,79.448,4/4,0.491,15.27521432406749
Children's Music,Elliott Smith,50,0.241,0.562,256587,0.191,0.0184,F,0.12,-17.438,Major,0.0431,116.111,4/4,0.331,3.308393834154993
R&B,Marvin Winans,46,0.777,0.508,385985,0.304,0.0,C#,0.178,-11.672,Major,0.0337,102.739,4/4,0.154,9.826060845165005
Reggae,JEN,22,0.0147,0.626,195253,0.859,0.0,A#,0.302,-5.655,Minor,0.0661,89.835,4/4,0.791,15.36130661065061
Children's Music,System Of A Down,63,0.00083,0.207,200600,0.972,0.0158,E,0.318,-3.21,Minor,0.186,180.798,4/4,0.364,6.09793404561928
Movie,Howard Ashman,1,0.897,0.487,88867,0.199,9.14e-05,G,0.29,-20.278,Major,0.0747,114.854,3/4,0.528,16.725040260268358
Jazz,Wynton Marsalis Septet,42,0.846,0.391,164085,0.468,0.000563,A,0.7,-8.277,Major,0.0488,79.045,3/4,0.311,10.108921243673565
Children's Music,Kimbo Children's Music,15,0.593,0.669,141733,0.386,0.328,F,0.111,-10.202,Minor,0.0962,128.055,4/4,0.774,20.13554415441807
Blues,Chuck Berry,38,0.869,0.637,168600,0.852,0.000836,C,0.351,-10.752,Major,0.036,157.291,4/4,0.789,10.39732023962542
Classical,Robert Schumann,12,0.994,0.323,163320,0.298,0.865,C#,0.0972,-13.661,Major,0.0457,73.389,4/4,0.311,14.721128337173129
World,Hillsong UNITED,25,0.00224,0.379,298560,0.864,0.00156,B,0.116,-7.026,Minor,0.0351,150.003,4/4,0.291,11.153212035001518
Movie,Chorus,0,0.327,0.619,688147,0.546,0.0,D,0.169,-5.461,Major,0.0273,139.979,4/4,0.398,8.366198614004688
Jazz,Luiz Bonfá,41,0.947,0.488,206067,0.0374,0.000191,G,0.147,-22.637,Major,0.0403,87.275,4/4,0.259,11.110197137279885
Ska,Tim Armstrong,30,0.578,0.746,146320,0.83,0.0015,C,0.333,-5.709,Major,0.0415,89.974,4/4,0.971,6.096400587744475
Rap,J. Cole,57,0.756,0.617,77640,0.719,0.0,C#,0.149,-7.635,Minor,0.387,84.831,4/4,0.477,9.198874211181268
Folk,Jason Isbell,43,0.384,0.542,204347,0.311,0.000353,G,0.147,-13.124,Major,0.0304,89.627,4/4,0.353,13.793291915026751
Country,Luke Bryan,66,0.0275,0.616,219973,0.728,0.0,A,0.228,-4.02,Minor,0.0278,111.934,4/4,0.375,-2.09601625915604
Alternative,Mom Jeans.,44,0.00466,0.619,225863,0.678,0.00517,A#,0.117,-9.341,Major,0.0385,91.289,4/4,0.424,14.438194819183986
A Capella,The Singers Unlimited,10,0.984,0.234,169849,0.094,3.47e-05,G,0.0858,-17.571,Minor,0.031,140.817,1/4,0.107,6.926173557054505
R&B,The Pussycat Dolls,58,0.105,0.609,252093,0.79,0.0,A#,0.314,-3.787,Minor,0.0663,129.334,4/4,0.664,9.6179055577511
Alternative,Skillet,46,0.0461,0.472,209280,0.632,0.0,A#,0.119,-6.532,Major,0.0294,150.113,3/4,0.185,9.94682073201587
World,Ryuichi Sakamoto,28,0.992,0.44,272501,0.129,0.921,A,0.123,-18.915,Minor,0.0734,83.976,4/4,0.0628,10.522950981089744
Rap,Fergie,64,0.00538,0.773,162365,0.706,0.0148,C,0.0208,-5.709,Major,0.0999,160.912,4/4,0.693,8.346851848576968
Soundtrack,Luis Bacalov,39,0.294,0.445,132000,0.286,0.00407,E,0.135,-13.795,Minor,0.0283,82.991,4/4,0.42,6.325262683824938
Indie,John Smith,53,0.778,0.583,217973,0.235,0.0,F#,0.187,-10.121,Major,0.0287,137.829,4/4,0.368,12.479871464371731
Opera,Giuseppe Verdi,3,0.925,0.5,48840,0.28,0.000138,F#,0.426,-19.177,Minor,0.104,105.21,1/4,0.446,20.063639827646746
Opera,Jules Massenet,19,0.98,0.219,306680,0.213,0.161,G,0.0801,-15.881,Major,0.04,81.324,4/4,0.0383,11.982181930300134
Anime,RADWIMPS,35,0.925,0.389,53360,0.0884,0.456,F,0.134,-19.165,Major,0.101,162.308,3/4,0.0392,8.929052582038269
Anime,GARNiDELiA,36,0.0467,0.598,229920,0.983,0.0,C,0.21,-1.232,Major,0.0468,130.986,4/4,0.734,3.816539575258228
Reggae,The Expendables,23,0.84,0.679,133360,0.477,5.82e-05,F,0.145,-9.985,Minor,0.0489,156.12,4/4,0.96,14.985789291047508
Children's Music,Ralph's World,4,0.0779,0.638,104333,0.896,0.0,A,0.376,-4.291,Major,0.0701,100.132,4/4,0.916,37.10594190583678
Soundtrack,Jóhann Jóhannsson,35,0.858,0.149,59613,0.0748,0.827,A#,0.111,-28.904,Major,0.0472,105.62,3/4,0.0361,9.73092627901253
Blues,Donnie Ray,24,0.0307,0.598,348120,0.567,0.0,F#,0.103,-7.193,Major,0.0323,170.819,3/4,0.552,15.86878906969146
Children's Music,Kimbo Children's Music,0,0.567,0.501,157187,0.28,0.0,D#,0.0831,-13.303,Major,0.0351,176.064,3/4,0.91,23.59058557311258
Electronic,Thievery Corporation,52,0.459,0.855,245358,0.541,0.942,F,0.267,-9.579,Minor,0.0783,153.993,4/4,0.962,5.352910314431743
Pop,Grouplove,66,0.00338,0.577,215520,0.827,0.000647,G,0.26,-7.54,Major,0.0365,101.031,4/4,0.179,9.280518685397249
Indie,Studio Killers,48,0.0181,0.65,224392,0.797,0.0,G,0.115,-5.409,Minor,0.0618,110.017,4/4,0.67,13.515375671594251
World,Michael W. Smith,26,0.192,0.405,210373,0.412,0.756,G,0.3,-11.837,Major,0.0278,147.964,4/4,0.132,11.64432101257809
Reggae,Scientist,25,0.000638,0.757,196400,0.451,0.00731,A#,0.121,-12.216,Major,0.141,144.22,4/4,0.732,12.093899507151171
Anime,Eir Aoi,17,0.0328,0.506,320000,0.935,0.0,F#,0.177,-3.065,Minor,0.0494,92.462,4/4,0.368,12.2263023099609
R&B,Jorja Smith,55,0.033,0.755,208000,0.526,0.0021,C#,0.382,-7.757,Major,0.0319,124.946,4/4,0.592,9.799523580198425
Jazz,CoryaYo,56,0.344,0.707,192000,0.442,0.713,G#,0.476,-6.951,Minor,0.178,170.004,4/4,0.609,1.5566474870768374
Reggae,Wisin & Yandel,23,0.0124,0.75,94440,0.913,8.81e-06,A,0.347,-4.394,Minor,0.103,100.059,4/4,0.659,14.148319333836342
Reggae,Mike Bahía,54,0.506,0.733,249734,0.753,1.9e-06,F#,0.0562,-6.226,Minor,0.0389,93.953,4/4,0.723,4.254325235918387
Reggae,Yaviah,14,0.402,0.758,240495,0.799,4.34e-06,C#,0.374,-4.069,Major,0.0582,91.026,4/4,0.805,18.73069622940929
Electronic,Seven Lions,31,0.0989,0.557,155625,0.541,4.09e-05,C#,0.0871,-6.355,Major,0.0301,127.977,4/4,0.183,11.673837569576294
Hip-Hop,Kevin Abstract,50,0.104,0.457,165213,0.534,6.86e-06,G,0.574,-7.66,Major,0.0277,99.983,4/4,0.197,12.665259974765876
Indie,Tegan and Sara,46,0.00129,0.556,197747,0.793,0.000151,D,0.0874,-5.576,Major,0.0419,158.974,4/4,0.677,12.81111261722078
Anime,Mrs. GREEN APPLE,34,0.0193,0.365,179453,0.963,0.000125,A#,0.313,-1.783,Major,0.117,174.009,4/4,0.484,8.38407157734949
Folk,Of Monsters and Men,56,0.000422,0.504,260413,0.692,0.000744,F,0.0919,-6.32,Minor,0.032,118.96,4/4,0.542,4.946395867135538
Opera,Gaetano Donizetti,9,0.936,0.484,205333,0.333,0.000381,F,0.187,-13.59,Major,0.119,136.511,4/4,0.459,16.42943874817375
Reggae,Opi the Hit Machine,34,0.433,0.792,250260,0.593,0.0,B,0.0699,-6.079,Major,0.328,139.957,4/4,0.158,12.09229982994985
Jazz,Najee,40,0.44,0.472,301853,0.655,0.868,G,0.163,-8.272,Major,0.0406,89.242,4/4,0.69,8.272585336491808
Rock,Blondie,57,0.0649,0.449,217364,0.92,7.44e-06,D,0.0785,-5.008,Major,0.0634,162.25,4/4,0.85,11.758603710606351
Soundtrack,Nick Cave & Warren Ellis,29,0.247,0.315,217451,0.469,0.955,A,0.206,-11.223,Minor,0.0375,120.054,3/4,0.0382,10.142278652105553
Ska,Goldfinger,48,0.000868,0.241,177924,0.916,0.0,G#,0.031,-3.9,Major,0.168,186.797,4/4,0.67,3.3763250474789905
Hip-Hop,KYLE,56,0.0775,0.83,171800,0.486,4.63e-06,F,0.0888,-6.471,Major,0.0446,123.957,4/4,0.179,14.523693415763246
Movie,Henri Salvador,0,0.942,0.435,180867,0.51,0.271,G,0.333,-7.488,Major,0.0262,103.004,4/4,0.512,9.436418818234648
Soul,Kllo,46,0.363,0.72,220265,0.748,0.045,C,0.122,-7.497,Major,0.0704,127.994,4/4,0.26,9.269520365928372
Anime,Rozen,35,0.387,0.451,282240,0.643,0.0071,F#,0.11,-8.361,Major,0.0363,139.974,4/4,0.279,1.5819243634263873
Soundtrack,Abel Korzeniowski,31,0.81,0.356,84893,0.0984,0.00685,B,0.219,-27.486,Minor,0.0995,126.042,3/4,0.415,11.135275141702111
Country,Scotty McCreery,42,0.583,0.737,178733,0.59,0.0,F,0.123,-5.571,Major,0.0292,116.003,4/4,0.84,12.74312164310605
Soundtrack,John Debney,30,0.17,0.159,277267,0.14,0.842,B,0.114,-25.881,Major,0.045,96.31,5/4,0.0358,9.94923493921695
Soul,Instant Funk,47,0.000702,0.726,320027,0.802,0.0275,F,0.059,-10.006,Major,0.0609,110.271,4/4,0.803,11.113204368820943
Ska,Jimmy Cliff,16,0.772,0.757,314440,0.496,0.0153,A,0.143,-12.269,Minor,0.0404,79.441,4/4,0.902,14.659622956170361
Blues,The Louisiana Blues Brothas,41,0.227,0.675,280195,0.742,0.0,F,0.287,-6.326,Minor,0.032,96.052,4/4,0.793,7.83829530708734
Pop,Hozier,64,0.895,0.379,259253,0.373,0.0718,D#,0.115,-12.176,Minor,0.0309,176.002,1/4,0.352,12.548573685423284
Reggae,Jimmy Cliff,28,0.762,0.623,260347,0.243,1.87e-06,G,0.21,-11.604,Major,0.0921,168.536,4/4,0.503,15.323665453031557
Dance,Cheap Trick,63,0.513,0.629,338800,0.581,2.06e-06,E,0.0755,-11.856,Major,0.027,97.074,4/4,0.359,4.627221404845872
Dance,Wham!,79,0.272,0.62,231333,0.574,0.0,C,0.0607,-11.893,Major,0.0421,81.548,4/4,0.9,0.3693764950937606
Blues,Tedeschi Trucks Band,39,0.232,0.674,233680,0.681,3.18e-05,G#,0.145,-8.511,Major,0.07,117.637,4/4,0.534,10.544692962785367
Ska,Operation Ivy,36,0.0979,0.571,67333,0.953,1.33e-05,D,0.205,-5.271,Major,0.281,177.809,4/4,0.888,7.375672219165796
Reggae,Cosculluela,61,0.0213,0.744,228662,0.754,1.33e-06,G#,0.14,-3.829,Major,0.24,180.039,4/4,0.841,4.103105669990818
Ska,NOFX,35,0.00213,0.653,173160,0.89,9.87e-05,G,0.0591,-4.66,Minor,0.0579,159.961,4/4,0.853,10.485132907461034
World,Fela Kuti,23,0.0982,0.578,698360,0.886,0.0377,A#,0.927,-6.076,Minor,0.0969,169.74,4/4,0.96,13.474860969674209
Reggae,Felipe Peláez,52,0.389,0.761,275187,0.682,0.0,G,0.275,-6.827,Major,0.0871,143.944,4/4,0.827,7.8997508922797435
Children's Music,The Wayfarers,0,0.846,0.701,184333,0.467,1.62e-06,D#,0.0777,-12.466,Major,0.0445,128.132,4/4,0.944,26.601856203690605
Hip-Hop,Rae Sremmurd,51,0.0198,0.668,296040,0.787,0.0,C,0.234,-4.995,Minor,0.0889,119.981,4/4,0.571,14.51726162314413
Hip-Hop,J. Cole,67,0.789,0.857,194347,0.378,0.000171,G,0.119,-8.371,Minor,0.0928,119.976,3/4,0.626,8.640549730492209
Blues,Ry Cooder,34,0.639,0.568,134067,0.434,0.626,G,0.229,-14.17,Major,0.0379,147.388,4/4,0.694,10.646990696523574
Reggae,Aaron Kamm and the One Drops,22,0.0351,0.797,266173,0.652,5.37e-05,C,0.0307,-7.481,Major,0.25,77.326,4/4,0.846,16.84802448774388
World,MC YOGI,33,0.0441,0.669,218920,0.586,0.0,C,0.426,-6.872,Major,0.047,100.004,4/4,0.337,8.299530961991252
Anime,Aqua Timez,22,0.00034,0.404,304973,0.942,0.0,C,0.188,-4.035,Major,0.0745,92.881,4/4,0.661,11.557500924752004
R&B,Shameik Moore,39,0.149,0.824,100680,0.664,1.02e-05,D,0.563,-5.434,Major,0.0391,95.98,4/4,0.725,13.690761707745061
Pop,Lil Baby,63,0.00503,0.832,201085,0.291,0.0,F,0.0796,-9.272,Minor,0.31,134.063,4/4,0.289,13.12734927066954
Jazz,Silvana Estrada,56,0.95,0.632,199936,0.246,2.81e-05,A,0.162,-12.601,Major,0.0377,138.099,4/4,0.333,6.459734283657973
Hip-Hop,Gucci Mane,55,0.047,0.884,166377,0.759,0.0,G,0.347,-4.944,Minor,0.0756,120.0,4/4,0.791,15.777387750148913
Children's Music,Nursery Rhymes and Kids Songs,0,0.919,0.706,243633,0.368,0.736,G,0.149,-17.213,Major,0.0927,153.122,3/4,0.968,25.880820914498045
Indie,Jordan Feliz,59,0.0964,0.641,195507,0.909,0.0,A#,0.342,-4.998,Minor,0.0362,124.0,4/4,0.782,9.316627914587356
Hip-Hop,Smino,49,0.45,0.468,269244,0.733,0.0,G#,0.414,-6.271,Minor,0.398,129.974,4/4,0.289,9.771812764588669
Children's Music,The White Stripes,56,0.0875,0.482,157560,0.642,7.34e-06,A#,0.31,-8.535,Minor,0.325,151.323,4/4,0.6,7.5023013578258615
Jazz,Bobby Darin,44,0.526,0.653,142560,0.412,0.0,G#,0.0714,-11.645,Major,0.0485,116.642,4/4,0.718,8.053157275876991
Rap,Chris Webby,50,0.168,0.484,220907,0.628,0.0,A#,0.249,-9.372,Major,0.394,88.629,4/4,0.486,11.410071333487338
Blues,The Band,32,0.0382,0.293,351040,0.855,0.00553,D,0.65,-7.099,Major,0.0471,128.338,4/4,0.533,14.86862024147038
Pop,Miley Cyrus,79,0.0767,0.573,231907,0.781,2.64e-05,G#,0.0813,-6.406,Major,0.0555,139.934,4/4,0.343,2.59214346784376
Reggae,Soul Majestic,31,0.0868,0.804,276592,0.591,3.21e-05,A#,0.0429,-7.072,Major,0.0369,97.991,4/4,0.872,11.204608228001279
Electronic,G Jones,26,0.00699,0.592,172800,0.964,0.382,G,0.364,-3.254,Major,0.357,74.896,4/4,0.479,13.996288986985595
Alternative,Linkin Park,51,0.0287,0.566,355120,0.969,0.000442,D,0.281,-3.369,Minor,0.046,100.012,4/4,0.641,10.31818274810555
World,Penguin Cafe Orchestra,48,0.907,0.54,269800,0.322,0.859,C,0.117,-15.317,Major,0.0431,164.799,4/4,0.786,6.270657643726426
Country,Kacey Musgraves,55,0.395,0.645,233839,0.756,5.31e-06,B,0.282,-6.702,Major,0.0322,94.006,4/4,0.909,6.105135723673466
Reggae,Plan B,40,0.45,0.727,225507,0.888,0.0,E,0.605,-5.73,Minor,0.0969,81.979,4/4,0.709,11.032395877528757
Comedy,Doug Benson,12,0.834,0.472,210733,0.773,0.0,F,0.856,-7.248,Major,0.951,65.858,3/4,0.339,10.06029154958503
Dance,Dru Hill,58,0.13,0.717,249507,0.483,0.0,A,0.0866,-9.314,Minor,0.0284,109.961,4/4,0.352,7.278206393046908
Children's Music,Hippo Campus,52,0.482,0.672,159057,0.788,0.0,C,0.084,-5.5,Major,0.0417,105.991,4/4,0.661,14.633214360992078
Dance,Rihanna,74,0.025,0.734,215227,0.766,0.00138,C#,0.108,-4.485,Major,0.0383,127.986,4/4,0.6,1.888467801441531
World,Jenn Johnson,45,0.218,0.245,376301,0.449,0.000124,F#,0.0973,-9.08,Minor,0.0316,139.939,4/4,0.268,3.9381528729654747
Movie,Chorus,0,0.663,0.618,156933,0.428,0.0,D,0.187,-9.936,Major,0.029,119.958,3/4,0.475,10.780975794321101
Anime,Masakatsu Takagi,23,0.995,0.351,90120,0.00926,0.85,G,0.361,-30.641,Major,0.0439,80.012,4/4,0.532,7.3751138588544185
Reggae,Caramelos De Cianuro,29,0.0133,0.786,263027,0.562,0.000956,E,0.255,-6.783,Minor,0.0684,120.044,4/4,0.739,13.260017221809546
Opera,Richard Wagner,7,0.933,0.285,275000,0.134,0.00022,G,0.168,-21.827,Major,0.0722,82.226,3/4,0.089,19.225134581775155
Indie,FIDLAR,51,0.000786,0.48,134027,0.936,0.0,B,0.0973,-4.056,Minor,0.0454,98.493,4/4,0.354,9.151749357730653
Anime,いとうかなこ,40,0.727,0.416,258360,0.614,0.156,A,0.274,-7.044,Minor,0.0392,80.371,4/4,0.301,0.4912410134950396
Comedy,George Lopez,32,0.756,0.483,197772,0.762,0.0,B,0.842,-12.654,Major,0.937,84.852,1/4,0.134,6.987084451166663
Reggae,J Alvarez,21,0.23,0.801,255817,0.897,2.13e-06,B,0.0893,-4.85,Minor,0.0965,95.996,4/4,0.561,18.362513321702007
Indie,Refs,49,0.198,0.563,219475,0.495,9.28e-06,G#,0.107,-7.959,Minor,0.042,121.656,4/4,0.0774,8.998541670853848
Jazz,Cannonball Adderley,37,0.698,0.556,317987,0.258,5.56e-05,F,0.0954,-11.745,Major,0.0412,83.964,4/4,0.414,16.662643053129486
Rap,Lil Baby,66,0.0531,0.755,218200,0.547,0.0,G#,0.174,-10.327,Minor,0.186,112.949,4/4,0.349,9.87620355338884
Country,Maren Morris,37,0.00665,0.593,228404,0.792,0.0,A,0.814,-5.102,Major,0.0464,91.06,4/4,0.537,7.36646937061757
R&B,Sam Kim,49,0.698,0.67,249771,0.354,0.000166,G,0.109,-12.587,Major,0.0326,127.136,4/4,0.33,7.402704821859115
Jazz,Stéphane Pompougnac,41,0.0392,0.799,277973,0.611,0.332,A#,0.0769,-8.562,Major,0.0591,119.985,4/4,0.701,7.127393782817109
Ska,Against Me!,21,0.00236,0.65,141107,0.827,0.0,A,0.323,-4.227,Minor,0.0283,111.152,4/4,0.744,6.497753981348285
Blues,Jimi Hendrix,37,0.258,0.64,219573,0.355,0.738,C#,0.0971,-11.894,Major,0.0448,68.196,4/4,0.143,10.826850264438297
World,Boards of Canada,30,0.023,0.66,149080,0.617,0.944,E,0.135,-8.442,Minor,0.0567,84.03,4/4,0.171,11.870443090753225
Pop,Quinn XCII,65,0.0403,0.694,191893,0.557,0.0,G#,0.0832,-6.686,Major,0.396,161.887,4/4,0.684,11.458082381691815
World,Jesus Culture,31,0.0357,0.188,421814,0.8,0.0907,A,0.336,-5.861,Major,0.0522,175.952,4/4,0.131,11.633274873781488
Reggae,Pacific Dub,29,0.17,0.676,195750,0.77,0.0,E,0.144,-5.906,Minor,0.0842,79.992,4/4,0.739,13.048007444460767
Children's Music,Mogul Music Inc.,0,0.593,0.662,102452,0.451,0.000359,C,0.113,-15.718,Major,0.0351,144.882,4/4,0.964,25.92976463181584
Country,Patsy Cline,40,0.713,0.709,122467,0.579,0.0,G#,0.298,-8.854,Major,0.0306,102.901,4/4,0.645,12.652370419835682
Rap,Rich The Kid,60,0.176,0.784,236944,0.58,0.0,C,0.0979,-6.656,Major,0.167,76.484,4/4,0.338,10.556271925987767
Dance,Alec Benjamin,71,0.655,0.416,188851,0.649,2.82e-06,B,0.12,-5.271,Minor,0.0385,112.482,3/4,0.474,4.9689457240576
Indie,THEY.,68,0.685,0.637,135480,0.615,8.51e-06,A,0.462,-5.395,Major,0.167,132.312,3/4,0.517,3.9667488874381007
Rock,Meredith Brooks,68,0.0112,0.617,252760,0.886,9.63e-05,A,0.0523,-5.953,Major,0.055,96.328,4/4,0.629,9.212014660410558
Soundtrack,Trent Reznor and Atticus Ross,34,0.93,0.155,380668,0.166,0.915,C,0.104,-22.589,Minor,0.041,67.753,3/4,0.0389,10.200615151699536
Pop,Fall Out Boy,56,0.0426,0.485,257413,0.854,0.0,G#,0.4,-4.848,Major,0.0899,198.637,4/4,0.886,9.463146808775518
Comedy,Dennis Miller,30,0.842,0.591,394800,0.888,0.0,F,0.849,-5.557,Major,0.905,104.803,3/4,0.271,9.293335387814453
Reggae,Hot Potato Band,36,0.453,0.641,272725,0.534,0.0766,D,0.0969,-6.815,Minor,0.072,95.079,4/4,0.391,13.072712675242174
Blues,Eric Clapton,23,0.421,0.64,176987,0.474,0.000106,C,0.106,-11.62,Major,0.0309,77.016,4/4,0.545,14.80670876946131
World,Actress,41,0.154,0.784,379993,0.24,0.7,A#,0.116,-13.463,Minor,0.062,120.001,4/4,0.37,7.15360034521279
Movie,Henri Salvador,15,0.87,0.717,200733,0.259,0.00058,G#,0.118,-13.609,Major,0.0342,86.265,4/4,0.247,7.177802745656428
Indie,The Avett Brothers,50,0.866,0.47,320520,0.22,1.07e-06,D#,0.113,-11.727,Major,0.043,156.109,3/4,0.349,10.566215831195128
Folk,Lake Street Dive,44,0.125,0.62,168427,0.468,0.000723,E,0.306,-9.099,Minor,0.0794,138.546,4/4,0.678,9.217757068731139
Children's Music,Smino,49,0.132,0.688,175392,0.43,1.34e-06,C#,0.629,-9.752,Major,0.362,76.439,4/4,0.489,14.294755625812861
World,Eluvium,39,0.984,0.611,233453,0.314,0.884,C,0.0634,-17.982,Major,0.0543,123.9,4/4,0.407,11.281656544289236
Alternative,Sir Sly,59,0.0213,0.759,226587,0.651,0.000165,F,0.18,-8.317,Major,0.0565,92.023,4/4,0.471,5.379976534534587
Soundtrack,Hans Zimmer,42,0.661,0.4,100520,0.408,0.956,D,0.0814,-16.564,Major,0.0543,181.746,3/4,0.117,7.400998952241504
Alternative,Drowning Pool,51,0.000314,0.577,147333,0.963,1.59e-05,E,0.056,-2.601,Major,0.0801,120.94,4/4,0.552,9.347411349824752
Pop,2Pac,68,0.162,0.636,262507,0.731,0.0,E,0.455,-7.037,Major,0.421,86.15,4/4,0.61,8.503951762111816
Soundtrack,Alexandre Desplat,20,0.822,0.11,99747,0.0556,0.953,D,0.122,-28.024,Minor,0.0423,80.922,4/4,0.147,17.19948849098775
Soul,The Intruders,49,0.797,0.278,159080,0.432,0.0,E,0.732,-9.181,Major,0.0402,208.007,4/4,0.838,10.238526087577673
Electronic,Thievery Corporation,31,0.098,0.531,181400,0.848,0.926,G,0.115,-10.704,Major,0.0338,111.804,4/4,0.467,13.183070908560444
Dance,Blondie,64,0.000646,0.554,212227,0.833,0.0025,D,0.0737,-6.667,Minor,0.0347,142.673,4/4,0.773,3.5118800907586327
Jazz,Nat King Cole,57,0.92,0.535,153867,0.24,0.0,A#,0.111,-15.198,Major,0.085,128.547,4/4,0.49,2.5843770868932503
Pop,Lennon Stella,68,0.366,0.827,177973,0.613,1.25e-05,G#,0.093,-5.34,Major,0.0621,137.96,4/4,0.747,9.463576603478762
R&B,Ty Dolla $ign,61,0.0242,0.642,225953,0.791,0.00891,C,0.192,-6.073,Major,0.137,169.84,4/4,0.359,8.837835297453125
Dance,Robyn,51,0.0306,0.764,274084,0.611,1.08e-05,B,0.167,-6.514,Minor,0.0543,109.826,4/4,0.12,8.925606353445774
Rap,N2DEEP,54,0.000168,0.69,304280,0.38,0.000533,A,0.136,-12.845,Major,0.0609,201.697,4/4,0.305,11.229910853241757
World,Kari Jobe,57,0.609,0.276,361387,0.263,0.0,G,0.0802,-7.859,Major,0.0372,124.404,4/4,0.0997,-3.038230742713784
Alternative,Catfish and the Bottlemen,52,3.08e-05,0.488,138573,0.914,0.000179,C#,0.161,-6.17,Major,0.0297,137.19,4/4,0.381,6.2548807499863175
Reggae,Tash Sultana,41,0.0916,0.568,258004,0.694,0.00233,A#,0.145,-5.657,Minor,0.0828,86.968,4/4,0.577,10.386666445768363
R&B,Two Another,54,0.704,0.786,265527,0.39,0.121,G,0.127,-8.914,Major,0.109,92.985,4/4,0.344,8.091822686377421
Soul,Feyde,39,0.483,0.684,199859,0.452,3.14e-05,F#,0.393,-7.567,Minor,0.207,141.906,4/4,0.336,13.62189601891002
Jazz,Dean Martin,48,0.909,0.265,145173,0.156,0.00049,A,0.343,-17.515,Major,0.0349,67.892,3/4,0.163,4.413499100417934
Electronic,Bassnectar,36,1.2e-05,0.392,264000,0.845,0.838,G,0.374,-3.864,Minor,0.0402,139.967,4/4,0.217,8.504008799268531
Ska,Face To Face,32,3.13e-05,0.441,205693,0.992,0.000365,C,0.529,-5.344,Major,0.0565,142.945,4/4,0.501,8.73037780902792
Blues,Jorma Kaukonen,0,0.814,0.524,251242,0.333,0.42,E,0.951,-14.352,Major,0.0852,102.629,4/4,0.487,24.687799429927008
Jazz,Everette Harp,32,0.0824,0.583,280893,0.559,0.087,F,0.0951,-8.213,Major,0.0609,171.672,4/4,0.735,16.322528429593913
Soul,Clarence Carter,47,0.617,0.639,193827,0.544,0.0,E,0.479,-12.843,Major,0.141,80.844,4/4,0.793,12.1236749803115
Country,John Prine,39,0.875,0.653,193267,0.262,1.33e-05,C,0.199,-18.559,Major,0.0458,80.646,4/4,0.684,14.715499284001076
Classical,Richard Strauss,0,0.932,0.3,278027,0.237,1.41e-06,C,0.514,-16.838,Major,0.065,93.606,4/4,0.141,22.14178829178864
Children's Music,Beanie Sigel,50,0.155,0.369,246160,0.586,0.0,D#,0.223,-11.939,Minor,0.243,177.555,4/4,0.477,3.8504894850468623
Reggae,Tarrus Riley,33,0.157,0.581,173216,0.8,0.0,F,0.092,-4.571,Minor,0.187,150.181,4/4,0.759,9.564592044593683
Dance,t.A.T.u.,68,0.0356,0.52,214440,0.848,0.00761,F,0.105,-5.756,Minor,0.0483,179.978,4/4,0.402,3.02649905752979
Blues,Otis Redding,39,0.54,0.521,142680,0.271,0.0,A#,0.143,-12.051,Minor,0.0697,144.622,3/4,0.675,10.275328870809018
Soul,Sade,41,0.119,0.64,237307,0.509,0.00278,F,0.966,-10.099,Minor,0.0349,143.929,4/4,0.364,9.327521920360061
Movie,Bernard Minet,11,0.326,0.626,167907,0.745,0.0,A,0.364,-13.949,Major,0.0324,150.63,4/4,0.845,11.46693624155453
Rock,Steve Earle,56,0.24,0.421,185000,0.946,0.00255,D,0.504,-5.101,Major,0.0767,169.712,4/4,0.848,8.98125990748205
Folk,Devendra Banhart,48,0.977,0.681,208773,0.175,0.481,C#,0.0878,-15.595,Minor,0.0402,110.011,4/4,0.349,9.044647614641336
Children's Music,Dora The Explorer,8,0.0546,0.75,207947,0.667,0.0,G,0.361,-5.768,Major,0.248,143.973,4/4,0.807,28.116805878883422
Comedy,Kevin Hart,41,0.554,0.56,419202,0.856,0.0,C#,0.972,-8.051,Major,0.944,96.487,3/4,0.293,3.337206137204555
